MSCID,MSCCHART,MSCARTIST,MSCSTATUS,LASTUSERNAME,LASTCHANGEDATE,
301200003329,AAA;AMA;,Lonesome Trio,Too Slow,Administrator,2015.07.01 16:03:55,
301200003330,AAA;AMA;,Connecting Stars,Too Slow,Administrator,2015.07.01 16:08:20,
301200003331,AAA;AMA;,Sonny Knight,No Fit,Administrator,2015.07.01 16:15:04,
301200003332,AAA;AMA;,Charlie Gracie,No Fit,Administrator,2015.07.01 16:17:18,
301200003333,AAA;AMA;,Gann Brewer,Too Country,Administrator,2015.07.01 16:18:40,
301200003334,AAA;,Aaaron Burdett,No Fit,Administrator,2015.07.01 16:57:12,
301200003335,AAA;AMA;,Big Cheese,No Fit,Administrator,2015.07.01 17:06:52,
301200003336,AAA;AMA;,Kaia Kater,No Fit,Administrator,2015.07.01 17:11:06,
301200003337,AAA;AMA;,Dubl handi,No Fit,Administrator,2015.07.01 17:14:31,
301200003338,AAA;AMA;,Blue Water Highway,No Fit,Administrator,2015.07.01 17:17:08,
301200003339,AAA;AMA;,Shane Walker,No Fit,Administrator,2015.07.01 17:19:15,
301200003340,AAA;AMA;,Emmy Lou Harris,No Fit,Administrator,2015.07.01 17:21:56,
301200003341,AAA;AMA;,Karrnes Sawitsky Daniel Koulack,No Fit,Administrator,2015.07.01 17:41:32,
301200003342,AAA;AMA;,Madisen Ward,No Fit,Administrator,2015.07.01 17:48:20,
301200003343,AAA;AMA;,Marlon McClain,NO Fit,Administrator,2015.07.01 17:51:55,
301200003344,AAA;AMA;,Mack and Dub,No Fit,Administrator,2015.07.01 17:54:32,
301200003345,AAA;AMA;,Jessica Lee Wilkes,No Fit,Administrator,2015.07.01 17:57:14,
301200003346,AAA;AMA;,Lee Brennan,No Fit,Administrator,2015.07.01 17:57:29,
301200003347,AAA;AMA;,Watkins Family Hour,No Fit,Administrator,2015.07.01 17:58:32,
301200003348,AAA;AMA;,Delta Rae,No Fit,Administrator,2015.07.01 17:59:23,
301200003349,AAA;AMA;,Jackie Green,No Fit,Administrator,2015.07.01 18:00:56,
301200003350,AAA;AMA;,Scars on 45,Bi Fit,Administrator,2015.07.01 18:06:26,
301200003351,AAA;AMA;,Xavier Rudd,No Fit,Administrator,2015.07.01 18:07:22,
301200003352,AAA;AMA;,Boxed In,No Fit,Administrator,2015.07.01 18:10:47,
301200003353,AAA;AMA;,Feazey Ford,No Fit,Administrator,2015.07.01 18:11:00,
301200003354,AAA;AMA;,joel Rafael,no Fit,Administrator,2015.07.01 18:13:10,
301200003355,AAA;AMA;,Deslondes,No Fit,Administrator,2015.07.01 18:16:54,
301200003356,AAA;AMA;,Kasey Chambers,No Fit,Administrator,2015.07.01 18:18:54,
301200003357,AAA;AMA;,Finders and Youngberg,No Fit,Administrator,2015.07.01 18:19:19,
301200003358,AAA;AMA;,Daniel Romalle,No Fit,Administrator,2015.07.01 20:18:39,
301200003359,AAA;AMA;,Freddy Johnston,No Fit,Administrator,2015.07.01 20:20:13,
301200003383,AAA;AMA;,Runnder Of the Woods,No Fit,Administrator,2015.08.02 09:46:17,
301200003384,AMA;,Sonya Heller,No Fit,Administrator,2015.08.02 09:52:19,
301200003385,AAA;AMA;,Bumper Jacksons,No Fit,Administrator,2015.08.02 09:53:32,
301200003386,AAA;AMA;,Iris Dement,No Fit,Administrator,2015.08.02 09:58:08,
301200003387,AAA;AMA;,Isaac Cole,No Fit,Administrator,2015.08.02 10:00:03,
301200003388,AAA;AMA;,Kasey Chambers,No Fit,Administrator,2015.08.02 10:20:22,
301200003389,AAA;AMA;,John Ginty,No Fit,Administrator,2015.08.02 10:22:37,
301200003390,AAA;AMA;,Adam Newman,No Fit,Administrator,2015.08.02 10:34:48,
301200003391,AAA;AMA;,Western Shore,No Fit,Administrator,2015.08.02 10:45:28,
301200003392,AAA;AMA;,Warren Hayes,No Fit,Administrator,2015.08.02 10:45:45,
301200003393,AAA;AMA;,Favored Nations,No Fit,Administrator,2015.08.02 10:52:43,
301200003394,AAA;AMA;,Ash Breexe,No Fit,Administrator,2015.08.02 10:54:10,
301200003395,AAA;AMA;,Chruchmen,No Fit,Administrator,2015.08.02 10:55:09,
301200003396,AAA;AMA;,Noah Gundersen,No Fit,Administrator,2015.08.02 11:59:18,
301200003397,AAA;AMA;,Rod Picott,No Fit,Administrator,2015.08.02 11:59:39,
301200003398,AAA;AMA;,Oak Stree Blues,No Fit,Administrator,2015.08.02 12:01:09,
301200003399,AAA;AMA;,Kimm Rodgers,No Fit,Administrator,2015.08.02 12:02:34,
301200003400,AAA;AMA;,Slocan Ramblers,No Fit,Administrator,2015.08.02 12:04:01,
301200003401,AAA;AMA;,David Michael Miller,No Fit,Administrator,2015.08.02 12:06:24,
301200003402,AAA;AMA;,JKelly NcRae,No Fit,Administrator,2015.08.02 12:07:37,
301200003403,AAA;AMA;,Jukehouse Revival,No Fit,Administrator,2015.08.02 12:08:58,
301200003404,AAA;AMA;,The Bar Brawl,No Fit,Administrator,2015.08.02 12:15:23,
301200003405,AAA;AMA;,Angela Easterling,No Fit,Administrator,2015.08.02 12:19:24,
301200003406,AAA;AMA;,Ana Egge,No Fit,Administrator,2015.08.02 12:20:50,
301200003407,AAA;AMA;,Tiffany Huggins,No Fit,Administrator,2015.08.02 12:22:05,
301200003408,AAA;AMA;,Glen Hansard,No Fit,Administrator,2015.08.02 12:23:31,
301200003409,AAA;AMA;,Ari and Mia,No Fit,Administrator,2015.08.02 12:24:53,
301200003410,AAA;AMA;,Ashley Monroe,No Fit,Administrator,2015.08.02 12:29:19,
301200003411,AAA;AMA;,Rodger Waters,No Fit,Administrator,2015.08.02 12:32:35,
301200003412,AAA;AMA;,Whitney Rose,No Fit,Administrator,2015.08.02 12:34:14,
301200003413,AAA;AMA;,Eric Bannan,No Fit,Administrator,2015.08.02 12:35:50,
301200003414,AAA;AMA;,Jon Cleary,No Fit,Administrator,2015.08.02 12:37:20,
301200003415,AAA;AMA;,Heather Nova,No Fit,Administrator,2015.08.02 12:39:09,
301200003416,AAA;AMA;,Kaelyn nelson,No Fit,Administrator,2015.08.02 12:41:24,
301200003417,AAA;AMA;,Mathew McNeal,No Fit,Administrator,2015.08.02 12:42:52,
301200003418,AAA;AMA;,Clint Alphin,No Fit,Administrator,2015.08.02 12:47:03,
301200003419,AAA;AMA;,Martha Scanlan,No Fit,Administrator,2015.08.02 12:48:54,
301200003420,AAA;AMA;,Kevin Sekhani,No Fir,Administrator,2015.08.02 12:51:41,
301200003421,AAA;AMA;,Carroll,No Fit,Administrator,2015.08.02 13:00:38,
301200003422,AAA;AMA;,Jason James,No Fit,Administrator,2015.08.02 13:01:21,
301200003423,AAA;AMA;,Wild Child,No Fit,Administrator,2015.08.02 13:13:15,
301200003424,AAA;AMA;,Crow and the Canyon,No Fit,Administrator,2015.08.02 13:16:47,
301200003425,AAA;AMA;,Sampy Tonk Blues,No Fit,Administrator,2015.08.02 13:17:54,
301200003426,AAA;AMA;,Brent Best,No Fit,Administrator,2015.08.02 13:19:19,
301200003427,AAA;AMA;,Myna Birds,No Fit,Administrator,2015.08.02 13:20:58,
301200003429,AAA;AMA;,Steven Dunn,No Fit,Administrator,2015.08.02 13:25:10,
301200003465,AAA;AMA;,Patrick Sweany,No Fit,Administrator,2015.08.09 11:48:18,
301200003467,AAA;AMA;,Ruby Amanfu,No Fit,Administrator,2015.08.09 11:55:43,
301200003469,AAA;AMA;,Wee Worn Soles,No Fit,Administrator,2015.08.09 12:10:38,
301200003428,AAA;AMA;,Jupiter in Velvet,No Fit,Administrator,2015.08.02 13:23:42,
301200003466,AAA;AMA;,SimRit,No Fit,Administrator,2015.08.09 11:49:58,
301200003468,AAA;AMA;,Silversun Pickups,No Fit,Administrator,2015.08.09 11:57:03,
301200003470,AAA;AMA;,Talent Brothers,No Fit,Administrator,2015.08.09 12:14:38,
301200003482,AAA;AMA;,Nocona,No Fit,Administrator,2015.08.16 14:02:50,
301200003483,AAA;AMA;,Bill Kwan,No Fit,Administrator,2015.08.16 14:15:00,
301200003484,AAA;AMA;,Jruisten Toedtman,No Fit,Administrator,2015.08.16 14:15:25,
301200003485,AAA;AMA;,Zac harmon,No Fit,Administrator,2015.08.16 14:16:16,
301200003486,AAA;AMA;,Andy T,no Fit,Administrator,2015.08.16 14:17:14,
301200003487,AAA;AMA;,Bret Coats,No Fit,Administrator,2015.08.16 14:21:37,
301200003488,AAA;AMA;,Phil Cook,No Fit,Administrator,2015.08.16 14:23:03,
301200003489,AAA;AMA;,Joan Shelly,No Fit,Administrator,2015.08.16 14:24:52,
301200003490,AAA;AMA;,Nathaniel Rateliff,No Fit,Administrator,2015.08.16 14:26:26,
301200003491,AAA;AMA;,Dan Bern,No Fit,Administrator,2015.08.16 14:28:17,
301200003492,AAA;AMA;,Scott Johnson,No Fit,Administrator,2015.08.16 14:30:12,
301200003493,AAA;AMA;,Gospel Machine,No Fit,Administrator,2015.08.16 14:31:19,
301200003494,AAA;AMA;,Reverend Raven,Wont Play,Administrator,2015.08.16 14:34:00,
301200003495,AAA;AMA;,Noah Gunderson,No Fit,Administrator,2015.08.16 14:34:13,
301200003496,AAA;AMA;,DL Marble,No Fit,Administrator,2015.08.16 14:35:37,
301200003497,AAA;AMA;,kenny Davin Fine,No Fit,Administrator,2015.08.16 14:36:42,
301200003498,AAA;AMA;,Miss marcy,No Fit,Administrator,2015.08.16 14:37:40,
301200003499,AAA;AMA;,Jack Tempchin,No Fit,Administrator,2015.08.16 14:41:05,
301200003506,AAA;AMA;,David Miles,No Fit,Administrator,2015.08.23 14:49:32,
301200003507,AAA;AMA;,Georgia Sound,No Fit,Administrator,2015.08.23 14:54:11,
301200003508,AAA;AMA;,Jonathan Tea,No Fit,Administrator,2015.08.23 14:56:14,
301200003509,AAA;AMA;,Steep Canyon Rangers,No Fit,Administrator,2015.08.23 14:57:36,
301200003510,AAA;AMA;,Phill Henry,No Fit,Administrator,2015.08.23 14:58:28,
301200003511,AAA;AMA;,2 ton Bridge,No Fit,Administrator,2015.08.23 15:01:32,
301200003512,AAA;AMA;,Nikks Wives,No Fit,Administrator,2015.08.23 15:09:34,
301200003513,AAA;AMA;,Liz Brennan,No Fit,Administrator,2015.08.23 15:11:25,
301200003514,AAA;AMA;,Joel Zoss,No Fit,Administrator,2015.08.23 15:12:11,
301200003515,AAA;AMA;,True Detective`,No Fit,Administrator,2015.08.23 15:15:49,
301200003516,AAA;AMA;,Martin Harley,No Fit,Administrator,2015.08.23 15:17:17,
301200003517,AAA;AMA;,Erin Coburn,No Fit,Administrator,2015.08.23 15:23:08,
301200003518,AAA;AMA;,David Ramerez,No Fit,Administrator,2015.08.23 15:23:29,
301200003530,AAA;AMA;,Boy and Bear,No Fit,Administrator,2015.08.30 08:30:11,
301200003531,AAA;AMA;,legendary Shack Sjakers,No Fit,Administrator,2015.08.30 08:34:19,
301200003532,AAA;AMA;,Good Old War,No Fit,Administrator,2015.08.30 08:39:55,
301200003533,AAA;AMA;,Trevor Hall,No Fit,Administrator,2015.08.30 08:42:25,
301200003534,AAA;AMA;,June Star,No Fit,Administrator,2015.08.30 08:44:03,
301200003535,AAA;AMA;,Dixieghost,No Fit,Administrator,2015.08.30 08:45:41,
301200003536,AAA;AMA;,Dickie,No Fit,Administrator,2015.08.30 08:48:09,
301200003537,AAA;AMA;,Well Worn Sholes,No Fit,Administrator,2015.08.30 08:52:18,
301200003538,AAA;AMA;,Super Suckers,No Fit,Administrator,2015.08.30 08:57:39,
301200003539,AAA;AMA;,Mike Brown,No Fit,Administrator,2015.08.30 08:57:56,
301200003540,AAA;AMA;,Low Lily,Bi Fit,Administrator,2015.08.30 08:59:05,
301200003541,AAA;AMA;,Sugarplum Fairies,No Fit,Administrator,2015.08.30 09:05:12,
301200003542,AAA;AMA;,Deer Sounds,No Fit,Administrator,2015.08.30 09:05:28,
301200003543,AAA;AMA;,Jackson Nickels,No Fit,Administrator,2015.08.30 09:19:02,
301200003544,AAA;AMA;,ballake Sissoko,No Fit,Administrator,2015.08.30 09:22:19,
301200003552,AAA;AMA;,Shawn Colvin,No Fit,Administrator,2015.09.12 12:12:18,
301200003553,AAA;AMA;,Lizz Wright,No Fit,Administrator,2015.09.12 12:12:45,
301200003554,AAA;AMA;,Banana Recalls,No Fit,Administrator,2015.09.12 12:13:15,
301200003555,AAA;AMA;,Hillfolk Noir,No Fit,Administrator,2015.09.12 12:15:22,
301200003556,AAA;AMA;,Jeane Jolly,No Fit,Administrator,2015.09.12 12:18:08,
301200003557,AAA;AMA;,Viex Farka,No Fit,Administrator,2015.09.12 12:29:53,
301200003559,AAA;AMA;,Bob Forrest,No Fit,Administrator,2015.09.12 12:41:05,
301200003560,AAA;AMA;,John Dennis,No Fit,Administrator,2015.09.12 12:43:42,
301200003561,AAA;AMA;,Old American Junk,No Fit,Administrator,2015.09.12 13:02:35,
301200003562,AAA;AMA;,Edward Anderson,No Fit,Administrator,2015.09.12 13:04:38,
301200003563,AAA;AMA;,Royal Dominoes,No Fit,Administrator,2015.09.12 13:07:46,
301200003564,AAA;AMA;,Anne Dechant,No Fit,Administrator,2015.09.12 13:08:12,
301200003565,AAA;AMA;,Dawes,No Fit,Administrator,2015.09.12 13:25:29,
301200003566,AAA;AMA;,Ted and the wranglers,No Fit,Administrator,2015.09.12 13:28:08,
301200003567,AAA;AMA;,Lonely Wild,No Fit,Administrator,2015.09.12 13:35:10,
301200003568,AAA;AMA;,Tanille,No Fit,Administrator,2015.09.12 13:39:24,
301200003569,AAA;AMA;,Hello Dharma,No Fit,Administrator,2015.09.12 13:45:13,
301200003570,AAA;AMA;,AeB Ness,No Fit,Administrator,2015.09.12 13:46:04,
301200003571,AAA;AMA;,Rust,No Fit,Administrator,2015.09.12 13:48:31,
301200003572,AAA;AMA;,Folk Family Revival,No Fit,Administrator,2015.09.12 14:03:03,
301200003573,AAA;AMA;,Fairgound Saints,No Fit,Administrator,2015.09.12 14:03:21,
301200003574,AAA;AMA;,Damn Quails,No Fit,Administrator,2015.09.12 14:10:29,
301200003575,AAA;AMA;,Tall Heights,No Fit,Administrator,2015.09.12 14:10:43,
301200003576,AAA;AMA;,Liz Vice,No Fit,Administrator,2015.09.12 14:21:28,
301200003577,AAA;AMA;,Andra Day,No Fit,Administrator,2015.09.12 14:39:41,
301200003578,AAA;AMA;,leigh Nash,No Fit,Administrator,2015.09.12 14:39:59,
301200003580,AAA;AMA;,Dustin Pinrz,No Fit,Administrator,2015.09.12 14:44:42,
301200003582,AAA;AMA;,Joy Of Living,No Fit,Administrator,2015.09.12 14:55:05,
301200003584,AAA;AMA;,Allison Brown,No Fit,Administrator,2015.09.12 15:03:26,
301200003604,AAA;AMA;,Pollies,No Fit,Administrator,2015.09.19 18:51:10,
301200003606,AAA;AMA;,Holly Miranda,No Fit,Administrator,2015.09.19 18:54:53,
301200003608,AAA;AMA;,Black Lillies,No Fit,Administrator,2015.09.19 19:00:21,
301200003610,AAA;AMA;,One Balck Orchid,No Fit,Administrator,2015.09.19 19:14:35,
301200003612,AAA;AMA;,David Pollack,No Fit,Administrator,2015.09.19 19:44:08,
301200003614,AAA;AMA;,Dave Rawlings,No Fit,Administrator,2015.09.19 19:55:24,
301200003616,AAA;AMA;,Pete Kennedy -,Bi Fit,Administrator,2015.09.19 19:58:17,
301200003618,AAA;AMA;,Turkuaz,no Fit,Administrator,2015.09.19 20:01:12,
301200003620,AAA;AMA;,Michael Chinswort,No Fit,Administrator,2015.09.19 20:05:41,
301200003622,AAA;AMA;,Dawes,No Fit,Administrator,2015.09.19 20:10:39,
301200003624,AAA;AMA;,Kevin Sekhani,No Fit,Administrator,2015.09.19 20:18:40,
301200003646,AAA;AMA;,Jen Houston,No Fit,Administrator,2015.09.27 12:14:38,
301200003648,AAA;AMA;,Bobby Bridger,No Fit,Administrator,2015.09.27 12:20:22,
301200003650,AAA;AMA;,Jim Lauderdale,Too Slow,Administrator,2015.09.27 12:31:39,
301200003652,AAA;AMA;,Little Faith,No Fit,Administrator,2015.09.27 12:34:24,
301200003654,AAA;AMA;,Civil Twilight,No Fit,Administrator,2015.09.27 12:36:48,
301200003656,AAA;AMA;,Ted Hawkins,No Fit,Administrator,2015.09.27 12:38:46,
301200003658,AAA;AMA;,Valka,No Fit,Administrator,2015.09.27 12:42:48,
301200003660,AAA;,Colin Linden,No Fit,Administrator,2015.09.27 12:44:11,
301200003672,AAA;AMA;,Ward Davis,No Fit,Administrator,2015.10.04 14:10:21,
301200003674,AAA;AMA;,Efrat,No Fit,Administrator,2015.10.04 14:12:25,
301200003676,AAA;AMA;,Jeffrey Foucault,No Fit,Administrator,2015.10.04 14:15:13,
301200003579,AAA;AMA;,Ten Ton Man,No Fit,Administrator,2015.09.12 14:42:13,
301200003581,AAA;AMA;,HIBOU,No Fit,Administrator,2015.09.12 14:46:45,
301200003583,AAA;AMA;,Dawn and Hawkes,No Fit,Administrator,2015.09.12 14:57:03,
301200003603,AAA;AMA;,Mo Mojo,No Fit,Administrator,2015.09.19 18:50:49,
301200003605,AAA;AMA;,A J Croce,No Fit,Administrator,2015.09.19 18:52:54,
301200003607,AAA;AMA;,Sarah Pierce,No Fit,Administrator,2015.09.19 18:58:45,
301200003609,AAA;AMA;,Carroll,No Fit,Administrator,2015.09.19 19:06:23,
301200003611,AAA;AMA;,Donnie Fritts,No Fit,Administrator,2015.09.19 19:29:49,
301200003613,AAA;AMA;,kinky Friedman,No Fit,Administrator,2015.09.19 19:45:09,
301200003615,AAA;AMA;,Danm Tall Buildings,No Fit,Administrator,2015.09.19 19:56:47,
301200003617,AAA;AMA;,2hattrio,No Fit,Administrator,2015.09.19 19:59:06,
301200003619,AAA;AMA;,Sagas,No Fit,Administrator,2015.09.19 20:02:46,
301200003621,AAA;AMA;,Judy Collins,No Fit,Administrator,2015.09.19 20:09:30,
301200003623,AAA;AMA;,Mercury Rev,No Fit,Administrator,2015.09.19 20:13:15,
301200003645,AAA;AMA;,Alfio,No Fit,Administrator,2015.09.27 12:08:52,
301200003647,AAA;AMA;,Joe Lewis Walker,No Fit,Administrator,2015.09.27 12:15:46,
301200003649,AAA;AMA;,Squelch,No Fit,Administrator,2015.09.27 12:31:15,
301200003651,AAA;AMA;,Chris Ausin,Too country,Administrator,2015.09.27 12:34:10,
301200003653,AAA;AMA;,Mary Kaye,Too country,Administrator,2015.09.27 12:35:28,
301200003655,AAA;AMA;,Matt Nathanson,No Fit,Administrator,2015.09.27 12:37:42,
301200003657,AAA;AMA;,Man on Firre,Too Country,Administrator,2015.09.27 12:40:18,
301200003659,AAA;AMA;,Duke Robillard,No Fit,Administrator,2015.09.27 12:43:09,
301200003661,AAA;AMA;,Dukes of Dixieland,No Fit,Administrator,2015.09.27 12:45:11,
301200003671,AAA;AMA;,Mandy Rowden,No Fit,Administrator,2015.10.04 14:09:09,
301200003673,AAA;AMA;,Danny Click,No Fit,Administrator,2015.10.04 14:11:29,
301200003675,AAA;AMA;,Lines West,No Fit,Administrator,2015.10.04 14:13:47,
301200003677,AAA;AMA;,Dioni,No Fit,Administrator,2015.10.04 14:16:43,
301200003678,AAA;AMA;,Wise Old Moon,No Fit,Administrator,2015.10.04 14:21:22,
301200003679,AAA;AMA;,Tracy Newman,No Christmas Music,Administrator,2015.10.04 14:24:52,
301200003680,AAA;AMA;,Corb Lund,No Fit,Administrator,2015.10.04 14:27:00,
301200003681,AAA;AMA;,JJ Ford,No Fit,Administrator,2015.10.04 14:31:09,
301200003682,AAA;AMA;,Stereo Wide,No Fit,Administrator,2015.10.04 14:35:52,
301200003694,AAA;AMA;,Shawn Amos,No Fit,Administrator,2015.10.11 11:41:19,
301200003695,AAA;AMA;,Fairest and Best,No Fit,Administrator,2015.10.11 11:45:15,
301200003696,AAA;AMA;,Stollers,No Fit,Administrator,2015.10.11 11:46:27,
301200003697,AAA;AMA;,Unfiltered Dreams,No Fit,Administrator,2015.10.11 11:48:04,
301200003698,AAA;AMA;,Kiravell,No Fit,Administrator,2015.10.11 11:48:56,
301200003699,AAA;AMA;,Brad Vickers,No Fit,Administrator,2015.10.11 11:50:08,
301200003700,AAA;AMA;,Ben Caplan,No Fit,Administrator,2015.10.11 11:52:20,
301200003701,AAA;AMA;,Shawn Mullins,No Fit,Administrator,2015.10.11 11:56:22,
301200003702,AAA;AMA;,Anda Day,No Fit,Administrator,2015.10.11 12:01:39,
301200003703,AAA;AMA;,Luke Pruitt,No Fit,Administrator,2015.10.11 12:05:00,
301200003704,AAA;AMA;,Cicada Ryythm,No Fit,Administrator,2015.10.11 12:06:33,
301200003705,AAA;AMA;,Rick Street,No Fit,Administrator,2015.10.11 12:07:52,
301200003706,AAA;AMA;,Hillary Bratton,No Fit,Administrator,2015.10.11 12:12:08,
301200003707,AAA;AMA;,Rob Drabkin,No Fit,Administrator,2015.10.11 12:13:30,
301200003708,AAA;AMA;,Joel Rafael,No Fit,Administrator,2015.10.11 12:15:43,
301200003709,AAA;AMA;,Jennifer Harper,No Fit,Administrator,2015.10.11 12:16:03,
301200003719,AAA;,Doug HREAM Blunt,No Fit,Administrator,2015.10.18 14:22:56,
301200003720,AAA;AMA;,Nouveaux Honkies,No Fit,Administrator,2015.10.18 14:24:41,
301200003721,AAA;AMA;,Lori Lieberman,No Fit,Administrator,2015.10.18 14:26:02,
301200003722,AAA;AMA;,Alab Bibey,No Fit,Administrator,2015.10.18 14:30:04,
301200003723,AAA;AMA;,Nothin Fancy,No Fit,Administrator,2015.10.18 14:31:31,
301200003724,AAA;AMA;,Mountain Faith,No Fit,Administrator,2015.10.18 14:32:56,
301200003725,AAA;AMA;,Steve Martin,No Fit,Administrator,2015.10.18 14:38:49,
301200003726,AAA;AMA;,Black Ferns,No Fit,Administrator,2015.10.18 14:41:51,
301200003727,AAA;AMA;,Courtney Chambers,No Fit,Administrator,2015.10.18 14:46:05,
301200003728,AAA;AMA;,Marcus King,No Fit,Administrator,2015.10.18 14:56:01,
301200003729,AAA;AMA;,Falls,No Fit,Administrator,2015.10.18 15:04:31,
301200003744,AAA;AMA;,Nikki Hill,No Fit,Administrator,2015.10.25 15:45:46,
301200003745,AAA;AMA;,Sharon Jones,No Christmas Music,Administrator,2015.10.25 15:57:49,
301200003746,AAA;AMA;,Nathanniel Talbot,No Fit,Administrator,2015.10.25 16:04:19,
301200003747,AAA;AMA;,Steve Forbert,No Fit,Administrator,2015.10.25 16:06:42,
301200003748,AAA;AMA;,Tracy Newman Second,No Fit too slow,Administrator,2015.10.25 16:12:20,
301200003749,AAA;AMA;,Charlee Remitz,No Fit,Administrator,2015.10.25 16:27:36,
301200003750,AAA;AMA;,Chad Elliot,No Fit,Administrator,2015.10.25 16:28:55,
301200003751,AAA;AMA;,Cody Jinks,No Fit,Administrator,2015.10.25 16:29:45,
301200003752,AAA;AMA;,Shiny Ribs,No Fit,Administrator,2015.10.25 16:31:03,
301200003753,AAA;AMA;,The Yawpers,No Fit,Administrator,2015.10.25 16:32:18,
301200003762,AAA;AMA;,Max Stalling,No Fit,Administrator,2015.11.08 13:15:09,
301200003763,AAA;AMA;,Lindsay Kuper,No Fit,Administrator,2015.11.08 13:23:53,
301200003764,AAA;AMA;,Unboys,No Christmas Music,Administrator,2015.11.08 13:24:31,
301200003765,AAA;AMA;,David Myles,No Christmas Music,Administrator,2015.11.08 13:34:28,
301200003766,AAA;AMA;,Cleopatra Degher,No Fit,Administrator,2015.11.08 13:35:56,
301200003767,AAA;AMA;,Jon Stickley,No Fit,Administrator,2015.11.08 13:38:05,
301200003768,AAA;AMA;,Artie Tobia,No Fit,Administrator,2015.11.08 13:42:41,
301200003769,AAA;AMA;,Chris Isaak,No Fit,Administrator,2015.11.08 13:48:31,
301200003771,AAA;AMA;,Reverend Raven,No Fit,Administrator,2015.11.08 14:12:31,
301200003773,AAA;AMA;,Chip Taylor,No Fit,Administrator,2015.11.08 14:23:44,
301200003775,AAA;AMA;,Mark Brown,No Fit,Administrator,2015.11.08 14:26:37,
301200003777,AAA;AMA;,Lindi Ortega,No Fit,Administrator,2015.11.08 14:29:34,
301200003779,AAA;AMA;,Langhorne Slim,No Fit,Administrator,2015.11.08 14:34:35,
301200003770,AAA;AMA;,Martin Petz,No Fit,Administrator,2015.11.08 13:57:27,
301200003772,AAA;AMA;,Rob Carona,No Fit,Administrator,2015.11.08 14:14:04,
301200003774,AAA;AMA;,Rett Smith,No Fit,Administrator,2015.11.08 14:25:42,
301200003776,AAA;AMA;,Royal Dominos,No Fit,Administrator,2015.11.08 14:28:06,
301200003778,AAA;AMA;,Jerad Finck,No Fit,Administrator,2015.11.08 14:32:27,
301200003780,AAA;AMA;,Sam Gleaves,No Fit,Administrator,2015.11.08 14:38:33,
301200003798,AAA;AMA;,PSE,No Fit,Administrator,2016.01.03 15:54:51,
301200003799,AAA;AMA;,Wolves of Chermobl,No Fit,Administrator,2016.01.03 15:56:27,
301200003800,AAA;AMA;,James Houlaman,No Fit,Administrator,2016.01.03 15:57:53,
301200003801,AAA;AMA;,Green Denim,No Fit,Administrator,2016.01.03 16:00:29,
301200003802,AAA;AMA;,Lauren  Marsh,No Fit,Administrator,2016.01.03 16:43:17,
301200003803,AAA;AMA;,Humphrey mckeown,No Fit,Administrator,2016.01.03 16:45:08,
301200003804,AAA;AMA;,COCO,No Fit,Administrator,2016.01.03 16:48:33,
301200003805,AAA;AMA;,Dawn Drapes,No Fit,Administrator,2016.01.03 16:49:47,
301200003806,AAA;AMA;,Pop ETC,No fit,Administrator,2016.01.03 16:51:06,
301200003807,AAA;,Chris Trapper,No Christmas Music,Administrator,2016.01.03 16:56:45,
301200003808,AAA;AMA;,Chris Trapper,No fit,Administrator,2016.01.03 16:57:37,
301200003809,AAA;AMA;,Cindy Alesander,No Fit,Administrator,2016.01.03 16:59:26,
301200003810,AAA;AMA;,Kathy Kalick,No Fit,Administrator,2016.01.03 17:02:40,
301200003811,AAA;AMA;,Working Class Hussys,No Fit,Administrator,2016.01.03 17:04:50,
301200003812,AAA;AMA;,Tapebenders,No Fit,Administrator,2016.01.03 17:06:33,
301200003813,AAA;AMA;,Danny Barnes,No Fit,Administrator,2016.01.03 17:13:25,
301200003814,AAA;AMA;,Adam Hill,No Fit,Administrator,2016.01.03 17:14:22,
301200003815,AAA;AMA;,Lori Yates,NO Fit,Administrator,2016.01.03 17:17:29,
301200003816,AAA;AMA;,cORAL cREEK,No Fit,Administrator,2016.01.03 17:18:56,
301200003817,AAA;AMA;,Steve Free,No Christmas,Administrator,2016.01.03 17:19:30,
301200003818,AAA;AMA;,Bob Lanza,No Fit,Administrator,2016.01.03 17:20:20,
301200003819,AAA;AMA;,Trudy Lynn,No Fit,Administrator,2016.01.03 17:21:19,
301200003820,AAA;AMA;,Linda Mcrae,No Fit,Administrator,2016.01.03 17:25:47,
301200003821,AAA;AMA;,Givers,No Fit,Administrator,2016.01.03 17:27:24,
301200003822,AAA;AMA;,Fat night,No Fit,Administrator,2016.01.03 17:32:21,
301200003823,AAA;AMA;,Crazy Neighbors,No Fit,Administrator,2016.01.03 17:33:38,
301200003824,AAA;AMA;,Skillit Licorice,No Fit,Administrator,2016.01.03 17:36:46,
301200003825,AAA;AMA;,commonunion59,No Christmas,Administrator,2016.01.03 17:38:06,
301200003826,AAA;AMA;,Keith Rae,No Fit,Administrator,2016.01.03 17:39:03,
301200003827,AAA;AMA;,Holiday Swingin,No Christmas,Administrator,2016.01.03 17:40:56,
301200003828,AAA;AMA;,Michael Franti,No Fit,Administrator,2016.01.03 17:41:17,
301200003829,AAA;AMA;,Hay Marsellies,No Fit,Administrator,2016.01.03 17:42:51,
301200003830,AAA;AMA;,Luther Dickinson,No Fit,Administrator,2016.01.03 17:43:48,
301200003831,AAA;AMA;,Professor Loie,No Fit,Administrator,2016.01.03 17:45:56,
