MSCID,MSCCHART,MSCARTIST,MSCSTATUS,LASTUSERNAME,LASTCHANGEDATE,
301200004636,AAA;,Decker,No Fit,Administrator,2016.09.18 13:30:35,
301200004638,AAA;AMA;,Annika Chambers,No Fit,Administrator,2016.09.18 13:35:06,
301200004640,AAA;AMA;,Billy Bragg,No Fit,Administrator,2016.09.18 13:37:43,
301200004642,AAA;AMA;,M Lockwood Porter,No Fit,Administrator,2016.09.18 13:41:09,
301200004644,AAA;AMA;,Mandolin Orange,No Fit,Administrator,2016.09.18 13:47:52,
301200004646,AAA;AMA;,Look West,No Fit,Administrator,2016.09.18 14:01:03,
301200004647,AAA;AMA;,Liam Gerner,No Fit,Administrator,2016.09.18 16:25:58,
301200004649,AAA;AMA;,Dead Horses,No Fit,Administrator,2016.09.18 16:30:43,
301200004651,AAA;AMA;,Terminal Nostalgia,No Fit,Administrator,2016.09.18 16:40:03,
301200004653,AAA;AMA;,Kaleb Klauder,No Fit,Administrator,2016.09.18 16:51:03,
301200004655,AAA;AMA;,Kacy and Clayton,No Fit,Administrator,2016.09.18 17:03:19,
301200004657,AAA;AMA;,Liz Mandeville,No Fit,Administrator,2016.09.18 17:16:37,
301200004659,AAA;AMA;,Howard and Skye,No Fit,Administrator,2016.09.18 17:25:04,
301200004661,AAA;AMA;,Loving Mary,No Fit,Administrator,2016.09.18 17:28:08,
301200004663,AAA;AMA;,Dout Adkins,No Fit,Administrator,2016.09.18 17:31:09,
301200004665,AAA;AMA;,Cold Beer and Broads,No Fit,Administrator,2016.09.18 17:34:24,
301200004666,AAA;AMA;,Jenny Whiteley,No Fit,Administrator,2016.09.18 17:37:20,
301200004668,AAA;AMA;,Carrey Ott,No Fit,Administrator,2016.09.18 17:41:15,
301200004670,AAA;AMA;,Steffanie Keys,No Fit,Administrator,2016.09.18 17:44:30,
301200004672,AAA;AMA;,Doyle Bramhallii,No Fit,Administrator,2016.09.18 17:48:22,
301200004674,AAA;AMA;,Blind pilot,No Fit,Administrator,2016.09.18 17:51:52,
301200004676,AAA;AMA;,Schiziod J9ohnny,No Fit,Administrator,2016.09.18 17:57:01,
301200004714,AAA;AMA;,Shota,No Fit,Administrator,2016.10.16 14:50:51,
301200004716,AAA;AMA;,Mamas Black Sheep,No Fit,Administrator,2016.10.16 14:55:22,
301200004718,AAA;AMA;,Ormewoods,No Fit,Administrator,2016.10.16 15:01:37,
301200004720,AAA;AMA;,Passenger,No Fit,Administrator,2016.10.16 15:03:57,
301200004723,AAA;AMA;,Si Cranstoun,No Fit,Administrator,2016.10.16 15:09:00,
301200004724,AAA;AMA;,Good Intentions,No Fit,Administrator,2016.10.16 15:15:41,
301200004726,AAA;AMA;,Beckey Warren,No Fit,Administrator,2016.10.16 15:18:59,
301200004729,AAA;AMA;,Matt Joe Gow,No Fit,Administrator,2016.10.16 15:25:30,
301200004731,AAA;AMA;,Rob Weir,No Fit,Administrator,2016.10.16 15:27:52,
301200004733,AAA;AMA;,Matt Woods,No Fit,Administrator,2016.10.16 15:32:41,
301200004735,AAA;AMA;,Lady Wray,No Fit,Administrator,2016.10.16 15:38:09,
301200004737,AAA;AMA;,Frank Bang,No Fit,Administrator,2016.10.16 15:39:20,
301200004739,AAA;AMA;,Piers Faccini,No Fit,Administrator,2016.10.16 15:46:53,
301200004741,AAA;AMA;,Gwen Hughes,No Fit,Administrator,2016.10.16 15:49:05,
301200004744,AAA;AMA;,Mavericks,No Fit,Administrator,2016.10.16 16:00:43,
301200004746,AAA;AMA;,Harrison Caldeeira,No Fit,Administrator,2016.10.16 16:04:01,
301200004748,AAA;AMA;,Dan Layus,No Fit,Administrator,2016.10.16 16:14:04,
301200004751,AAA;AMA;,Paul Cauthen,No Fit,Administrator,2016.10.16 16:18:38,
301200004753,AAA;AMA;,Westpark,No Fit,Administrator,2016.10.16 16:21:14,
301200004755,AAA;AMA;,Fools Brew,No Fit,Administrator,2016.10.16 16:23:25,
301200004757,AAA;AMA;,Mike Rocket,No Fit,Administrator,2016.10.16 16:26:38,
301200004759,AAA;AMA;,Devil heart fight,No Fit,Administrator,2016.10.16 16:32:23,
301200004761,AAA;AMA;,John Bunzow,No Fit,Administrator,2016.10.16 16:37:08,
301200004786,AMA;AMA;AAA;AAA;,Silver lake 66,No Fit,Administrator,2016.11.06 16:21:06,
301200004787,AMA;AMA;AAA;AAA;,Jim Lauderdale,No Fit,Administrator,2016.11.06 16:32:02,
301200004788,AMA;AMA;AAA;AAA;,Highway proyer,No Fit,Administrator,2016.11.06 16:32:58,
301200004789,AMA;AMA;AAA;AAA;,Adrian Meredith,No Fit,Administrator,2016.11.06 16:34:02,
301200004790,AMA;AMA;AAA;AAA;,John Mc Eueon,No Fit,Administrator,2016.11.06 16:38:13,
301200004791,AMA;AMA;AAA;AAA;,Chelle Rose,No Fit,Administrator,2016.11.06 16:39:30,
301200004792,AMA;AMA;AAA;AAA;,Brett Wiscone,No Fit,Administrator,2016.11.06 16:40:32,
301200004793,AMA;AMA;AAA;AAA;,Lucy Woodward,No Fit,Administrator,2016.11.06 16:42:08,
301200004794,AMA;AMA;AAA;AAA;,Driftwood,No Fit,Administrator,2016.11.06 16:43:03,
301200004795,AMA;AMA;AAA;AAA;,Julia McDonald,No Fit,Administrator,2016.11.06 16:44:19,
301200004796,AMA;AMA;AAA;AAA;,MegaXbrand,No Fit,Administrator,2016.11.06 16:45:22,
301200004797,AMA;AMA;AAA;AAA;,Stephcyne,No Fit,Administrator,2016.11.06 16:46:31,
301200004798,AMA;AMA;AAA;AAA;,Washboard Hank,No Fit,Administrator,2016.11.06 16:47:26,
301200004799,AMA;AMA;AAA;AAA;,shadowbox,No Fit,Administrator,2016.11.06 16:48:36,
301200004800,AMA;AMA;AAA;AAA;,Balsam Range,No Fit,Administrator,2016.11.06 16:49:31,
301200004801,AMA;AMA;AAA;AAA;,Susto,No Fit,Administrator,2016.11.06 16:50:39,
301200004802,AMA;AMA;AAA;AAA;,Kenny White,No Fit,Administrator,2016.11.06 16:51:51,
301200004803,AMA;AMA;AAA;AAA;,Eric Johnson,No Fit,Administrator,2016.11.06 16:52:53,
301200004804,AMA;AMA;AAA;AAA;,Lee Fields,No Fit,Administrator,2016.11.06 16:56:17,
301200004805,AMA;AMA;AAA;AAA;,Paul tall trees,No Fit,Administrator,2016.11.06 16:59:59,
301200004806,AMA;AMA;AAA;AAA;,Shacks,No Fit,Administrator,2016.11.06 17:00:21,
301200004807,AMA;AMA;AAA;AAA;,Erik Johnson,No Fit,Administrator,2016.11.06 17:09:03,
301200004808,AMA;AMA;AAA;AAA;,Milton Malonia,No Fit,Administrator,2016.11.06 17:10:29,
301200004809,AMA;AMA;AAA;AAA;,Anna Laube,No Fit,Administrator,2016.11.06 17:11:33,
301200004811,AMA;AMA;AAA;AAA;,Steve HUSSEY,No Fit,Administrator,2016.11.06 17:13:47,
301200004813,AMA;AMA;AAA;AAA;,Shel,No Fit,Administrator,2016.11.06 17:16:02,
301200004815,AMA;AMA;AAA;AAA;,Denis Caraher,No Fit,Administrator,2016.11.06 17:18:42,
301200004817,AMA;AMA;AAA;AAA;,Lawn Chair Kings,No Fit,Administrator,2016.11.06 17:20:57,
301200004819,AMA;AMA;AAA;AAA;,Luke Wade,No Fit,Administrator,2016.11.06 17:23:17,
301200004821,AMA;AMA;AAA;AAA;,Nathan Bell,No Fit,Administrator,2016.11.06 17:25:05,
301200004823,AMA;AMA;AAA;AAA;,Karen Jonas,No Fit,Administrator,2016.11.06 17:27:15,
301200004825,AMA;AMA;AAA;AAA;,Miss Lonely Hearts,No Fit,Administrator,2016.11.06 17:29:24,
301200004827,AMA;AMA;AAA;AAA;,Bob Martinez,No Fit,Administrator,2016.11.06 17:31:13,
301200004830,AMA;AMA;AAA;AAA;,Slingin Rythm,No Fit,Administrator,2016.11.06 17:35:46,
301200004832,AMA;AMA;AAA;AAA;,Wildlife,No Fit,Administrator,2016.11.06 17:37:38,
301200004834,AMA;AMA;AAA;AAA;,Putamayo,No Fit,Administrator,2016.11.06 17:39:26,
301200004849,AMA;AMA;AAA;AAA;,Kacey Christmas,No Christmas Music,Administrator,2016.12.04 16:15:39,
301200004851,AMA;AMA;AAA;AAA;,Emmylout Harris,No Fit,Administrator,2016.12.04 16:19:32,
301200004853,AMA;AMA;AAA;AAA;,Vanda,No Fit,Administrator,2016.12.04 16:25:31,
301200004855,AMA;AMA;AAA;AAA;,Winterlings,No Fit,Administrator,2016.12.04 16:30:09,
301200004858,AMA;AMA;AAA;AAA;,Lawrence Morrill,No Fit,Administrator,2016.12.04 16:35:22,
301200004860,AMA;AMA;AAA;AAA;,Gabrielle Louise,No Fit,Administrator,2016.12.04 16:41:16,
301200004862,AMA;AMA;AAA;AAA;,Kelly Pardekooper,No Fit,Administrator,2016.12.04 16:43:36,
301200004864,AMA;AMA;AAA;AAA;,Mike Zito,No Fit,Administrator,2016.12.04 16:47:53,
301200004867,AMA;AMA;AAA;AAA;,Neil Stephan,No Fit,Administrator,2016.12.04 17:12:22,
301200004869,AMA;AMA;AAA;AAA;,Bill Steely,No Fit,Administrator,2016.12.04 17:14:08,
301200004871,AMA;AMA;AAA;AAA;,Jo Henley,No Fit,Administrator,2016.12.04 17:17:00,
301200004873,AMA;AMA;AAA;AAA;,Steven Bakur,No Fit,Administrator,2016.12.04 17:20:49,
301200004875,AMA;AMA;AAA;AAA;,Vanessa Peters,No Fit,Administrator,2016.12.04 17:28:33,
301200004876,AMA;AMA;AAA;AAA;,Rachel Lynn,No Fit,Administrator,2016.12.04 17:30:38,
301200004878,AMA;AMA;AAA;AAA;,Natalie Estes,No Fit,Administrator,2016.12.04 17:32:39,
301200004880,AMA;AMA;AAA;AAA;,Dmitry,No Fit,Administrator,2016.12.04 17:34:46,
301200004882,AMA;AMA;AAA;AAA;,Cranford Hollow,No Fit,Administrator,2016.12.04 17:38:30,
301200004884,AMA;AMA;AAA;AAA;,Kerry Patrick,No Fit,Administrator,2016.12.04 17:40:46,
301200004886,AMA;AMA;AAA;AAA;,Ray Cardwell,No Fit,Administrator,2016.12.04 17:42:36,
301200004888,AMA;AMA;AAA;AAA;,Girls Guns and Glory,No Fit,Administrator,2016.12.04 17:44:32,
301200004890,AMA;AMA;AAA;AAA;,Heather Holland,No Fit,Administrator,2016.12.04 17:46:44,
301200004892,AMA;AMA;AAA;AAA;,Paul Pfau,No Fit,Administrator,2016.12.04 18:00:31,
301200004907,AMA;AMA;AAA;AAA;,Steve Riley,No Fit,Administrator,2016.12.11 12:47:17,
301200004909,AMA;AMA;AAA;AAA;,Tracy Reynolds,No Fit,Administrator,2016.12.11 12:52:50,
301200004911,AMA;AMA;AAA;AAA;,Ghost Hypnotic,No Fit,Administrator,2016.12.11 12:57:16,
301200004913,AMA;AMA;AAA;AAA;,Ollie Vee,No Fit,Administrator,2016.12.11 12:59:43,
301200004919,AMA;AMA;AAA;AAA;,Jo Hartman,No Fit,Administrator,2017.01.15 12:27:06,
301200004921,AMA;AMA;AAA;AAA;,Paul Hornsby,No Fit,Administrator,2017.01.15 12:30:42,
301200004923,AMA;AMA;AAA;AAA;,Steven Blane,No Fit,Administrator,2017.01.15 12:35:02,
301200004925,AMA;AMA;AAA;AAA;,FEEL,No Fit,Administrator,2017.01.15 12:42:38,
301200004927,AMA;AMA;AAA;AAA;,Delbert McClinton,No Fit,Administrator,2017.01.15 12:44:54,
301200004929,AMA;AMA;AAA;AAA;,Matt Hannah,No Fit,Administrator,2017.01.15 12:47:03,
301200004931,AMA;AMA;AAA;AAA;,Nam Wayne,No Fit,Administrator,2017.01.15 12:49:06,
301200004933,AMA;AMA;AAA;AAA;,Beonos Diaz,No Fit,Administrator,2017.01.15 12:51:39,
301200004935,AMA;AMA;AAA;AAA;,Chris Murphy,No Fit,Administrator,2017.01.15 12:53:37,
301200004937,AMA;AMA;AAA;AAA;,Elbin Bishop,No Fit,Administrator,2017.01.15 12:56:20,
301200004939,AMA;AMA;AAA;AAA;,Eileen Kozloff,No Fit,Administrator,2017.01.15 12:59:20,
301200004941,AMA;AMA;AAA;AAA;,Tom Hassler,No Fit,Administrator,2017.01.15 13:03:58,
301200004943,AMA;AMA;AAA;AAA;,John Craingie,No Fit,Administrator,2017.01.15 13:10:17,
301200004945,AMA;AMA;AAA;AAA;,Travis Linville,No Fit,Administrator,2017.01.15 13:39:39,
301200004947,AMA;AMA;AAA;AAA;,Alabama Town,No Fit,Administrator,2017.01.15 13:42:26,
301200004949,AMA;AMA;AAA;AAA;,Lettuce,No Fit,Administrator,2017.01.15 13:47:15,
301200004951,AMA;AMA;AAA;AAA;,Martin Petz,No Fit,Administrator,2017.01.15 13:49:30,
301200004953,AMA;AMA;AAA;AAA;,Roger Street Friedman,No Fit,Administrator,2017.01.15 13:57:47,
301200004955,AMA;AMA;AAA;AAA;,Leah Capele,No Fit,Administrator,2017.01.15 14:04:25,
301200004957,AMA;AMA;AAA;AAA;,MJT,No Fit,Administrator,2017.01.15 14:06:41,
301200004958,AMA;AMA;AAA;AAA;,Castle Creek,No Fit,Administrator,2017.01.15 14:08:06,
301200004959,AMA;AMA;AAA;AAA;,Allen Lamun,No Fit,Administrator,2017.01.15 14:13:18,
301200004960,AMA;AMA;AAA;AAA;,Chriss Gardner,No Fit,Administrator,2017.01.15 14:20:36,
301200004962,AMA;AMA;AAA;AAA;,Ron Christtopher,No Fit,Administrator,2017.01.15 14:22:28,
301200004964,AMA;AMA;AAA;AAA;,Surrender Hill,No Fit,Administrator,2017.01.15 14:24:05,
301200004810,AMA;AMA;AAA;AAA;,Blue Rodeo,No Fit,Administrator,2016.11.06 17:12:32,
301200004812,AMA;AMA;AAA;AAA;,Christmas On The Lam,No Fit,Administrator,2016.11.06 17:14:51,
301200004814,AMA;AMA;AAA;AAA;,Michael Murphey,No Fit,Administrator,2016.11.06 17:17:11,
301200004816,AMA;AMA;AAA;AAA;,Alonzo Spirit,No Fit,Administrator,2016.11.06 17:20:03,
301200004818,AMA;AMA;AAA;AAA;,Robert Earl Keen,No Fit,Administrator,2016.11.06 17:21:52,
301200004820,AMA;AMA;AAA;AAA;,Lisa Bouchelle,No Fit,Administrator,2016.11.06 17:24:22,
301200004822,AMA;AMA;AAA;AAA;,Jonathan Burges,No Fit,Administrator,2016.11.06 17:26:42,
301200004824,AMA;AMA;AAA;AAA;,Shake Russell,No Fit,Administrator,2016.11.06 17:28:17,
301200004826,AMA;AMA;AAA;AAA;,Youngers,No Fit,Administrator,2016.11.06 17:30:15,
301200004828,AMA;AMA;AAA;AAA;,Pacific Soul,No Fit,Administrator,2016.11.06 17:32:06,
301200004829,AMA;AMA;AAA;AAA;,Lily Mae,No Fit,Administrator,2016.11.06 17:34:44,
301200004831,AMA;AMA;AAA;AAA;,East of Monroe,No Fit,Administrator,2016.11.06 17:36:42,
301200004833,AAA;AAA;,Bill Collins,No Fit,Administrator,2016.11.06 17:38:24,
301200004835,AMA;AMA;AAA;AAA;,Balkan Beat Box,No Fit,Administrator,2016.11.06 17:43:54,
301200004850,AMA;AMA;AAA;AAA;,Mathew Wolcott,No fit,Administrator,2016.12.04 16:17:12,
301200004852,AMA;AMA;AAA;AAA;,Hadley Kennary,No Fit,Administrator,2016.12.04 16:24:41,
301200004854,AMA;AMA;AAA;AAA;,Cordial Sins,No Fit,Administrator,2016.12.04 16:26:21,
301200004856,AMA;AMA;AAA;AAA;,John Evans,No Fit,Administrator,2016.12.04 16:31:41,
301200004857,AMA;AMA;AAA;AAA;,John Evans,No Fit,Administrator,2016.12.04 16:35:05,
301200004859,AMA;AMA;AAA;AAA;,Brian Cullman,No Fit,Administrator,2016.12.04 16:39:26,
301200004861,AMA;AMA;AAA;AAA;,Robert Earl Keen,No Fit,Administrator,2016.12.04 16:42:13,
301200004863,AMA;AMA;AAA;AAA;,Candles,No Fit,Administrator,2016.12.04 16:45:42,
301200004865,AMA;AMA;AAA;AAA;,Gillian Wrench,No Fit,Administrator,2016.12.04 16:52:59,
301200004866,AMA;AMA;AAA;AAA;,Don Dilego,No Fit,Administrator,2016.12.04 16:58:09,
301200004868,AMA;AMA;AAA;AAA;,Phil Cohen,No Fit,Administrator,2016.12.04 17:13:15,
301200004870,AMA;AMA;AAA;AAA;,Ry Taylor,No Fit,Administrator,2016.12.04 17:15:41,
301200004872,AMA;AMA;AAA;AAA;,Matt Butler,No Fit,Administrator,2016.12.04 17:18:08,
301200004874,AMA;AMA;AAA;AAA;,Jack Ingram,No Fit,Administrator,2016.12.04 17:25:34,
301200004877,AMA;AMA;AAA;AAA;,StonerPop,No Fit,Administrator,2016.12.04 17:31:47,
301200004879,AMA;AMA;AAA;AAA;,BiL,No Fit,Administrator,2016.12.04 17:33:40,
301200004881,AMA;AMA;AAA;AAA;,Rooky,No Fit,Administrator,2016.12.04 17:37:21,
301200004883,AMA;AMA;AAA;AAA;,Canebreakers,No Fit,Administrator,2016.12.04 17:39:39,
301200004885,AMA;AMA;AAA;AAA;,Wildfire,No Fit,Administrator,2016.12.04 17:41:47,
301200004887,AMA;AMA;AAA;AAA;,Blue Mafia,No Fit,Administrator,2016.12.04 17:43:39,
301200004889,AMA;AMA;AAA;AAA;,Trevor Alguire,No Fit,Administrator,2016.12.04 17:45:39,
301200004891,AMA;AMA;AAA;AAA;,Revelers,No Fit,Administrator,2016.12.04 17:55:29,
301200004908,AMA;AMA;AAA;AAA;,Raza,No Fit,Administrator,2016.12.11 12:52:17,
301200004910,AMA;AMA;AAA;AAA;,MJT,No Fit,Administrator,2016.12.11 12:56:09,
301200004912,AMA;AMA;AAA;AAA;,Cost of Attrition,No Fit,Administrator,2016.12.11 12:59:02,
301200004920,AMA;AMA;AAA;AAA;,Blackie and the Rodwo Kings`,No Fit,Administrator,2017.01.15 12:29:25,
301200004922,AMA;AMA;AAA;AAA;,Lettuce,No Fit,Administrator,2017.01.15 12:33:50,
301200004924,AMA;AMA;AAA;AAA;,Athena,No Fit,Administrator,2017.01.15 12:38:42,
301200004926,AMA;AMA;AAA;AAA;,Rose Cousins,No Fit,Administrator,2017.01.15 12:43:35,
301200004928,AMA;AMA;AAA;AAA;,Harmless Habit,No Fit,Administrator,2017.01.15 12:46:02,
301200004930,AMA;AMA;AAA;AAA;,Mote,No Fit,Administrator,2017.01.15 12:47:51,
301200004932,AMA;AMA;AAA;AAA;,Blake Riney,No Fit,Administrator,2017.01.15 12:50:09,
301200004934,AMA;AMA;AAA;AAA;,222,No Fit,Administrator,2017.01.15 12:52:41,
301200004936,AMA;AMA;AAA;AAA;,Mod Hippie,No Fit,Administrator,2017.01.15 12:55:23,
301200004938,AMA;AMA;AAA;AAA;,Dr Feelgood,No Fit,Administrator,2017.01.15 12:58:13,
301200004940,AMA;AMA;AAA;AAA;,Lisa Loebe,No Fit,Administrator,2017.01.15 13:01:09,
301200004942,AMA;AMA;AAA;AAA;,Rampant,No Fit,Administrator,2017.01.15 13:09:09,
301200004944,AMA;AMA;AAA;AAA;,Whitney Rose,No Fit,Administrator,2017.01.15 13:14:06,
301200004946,AMA;AMA;AAA;AAA;,Steve Hussey,No Fit,Administrator,2017.01.15 13:40:36,
301200004948,AMA;AMA;AAA;AAA;,David Luning,No Fit,Administrator,2017.01.15 13:43:48,
301200004950,AMA;AMA;AAA;AAA;,Darling West,No Fit,Administrator,2017.01.15 13:48:20,
301200004952,AAA;AAA;,Jimmy Lumpkin,No Fit,Administrator,2017.01.15 13:54:54,
301200004954,AMA;AMA;AAA;AAA;,Cost of Attrition,No Fit,Administrator,2017.01.15 14:03:41,
301200004956,AMA;AMA;AAA;AAA;,Ghost Hypnotic,No Fit,Administrator,2017.01.15 14:05:49,
301200004961,AMA;AMA;AAA;AAA;,Robt Sarazin Blake,No Fit,Administrator,2017.01.15 14:21:41,
301200004963,AMA;AMA;AAA;AAA;,Otis Gibbs,No Fit,Administrator,2017.01.15 14:23:18,
301200004965,AMA;AMA;AAA;AAA;,Jeanne Taylor,Wont Play,Administrator,2017.01.15 14:25:23,
301200004966,AMA;AMA;AAA;AAA;,Mac Wiseman,No Fit,Administrator,2017.01.15 14:29:38,
301200004967,AMA;AMA;AAA;AAA;,Oak Street Boys,No Fit,Administrator,2017.01.15 14:30:41,
301200004968,AMA;AMA;AAA;AAA;,Kellys Lot,No Fit,Administrator,2017.01.15 14:33:23,
301200004969,AMA;AMA;AAA;AAA;,Biscuit Miller,No Fit,Administrator,2017.01.15 14:34:12,
301200004970,AMA;AMA;AAA;AAA;,Ronnie Baker Brooks,No Fit,Administrator,2017.01.15 14:38:45,
301200004988,AMA;AMA;AAA;AAA;,Karney,No Fit,Administrator,2017.01.22 11:12:00,
301200004989,AMA;AMA;AAA;AAA;,linq,No Fit,Administrator,2017.01.22 11:13:52,
301200004990,AMA;AMA;AAA;AAA;,CeCe Winans,No Fit,Administrator,2017.01.22 11:21:57,
301200004991,AMA;AMA;AAA;AAA;,Nikki Lane,No Fit,Administrator,2017.01.22 11:29:58,
301200004992,AMA;AMA;AAA;AAA;,Lucy Woodward,No Fit,Administrator,2017.01.22 11:31:50,
301200004993,AMA;AMA;AAA;AAA;,Loya,No Fit,Administrator,2017.01.22 11:37:55,
301200004995,AMA;AMA;AAA;AAA;,Magnifiers,No Fit,Administrator,2017.01.22 11:42:21,
301200005004,AMA;AMA;AAA;AAA;,Elbow,No Fit,Administrator,2017.02.05 17:07:03,
301200005006,AMA;AMA;AAA;AAA;,Claudia Gibson,No Fit,Administrator,2017.02.05 17:13:02,
301200005008,AMA;AMA;AAA;AAA;,Thorcraft Cobra,No Fit,Administrator,2017.02.05 17:14:32,
301200005010,AMA;AMA;AAA;AAA;,Peter Buzzelle,No Fit,Administrator,2017.02.05 17:17:31,
301200005012,AMA;AMA;AAA;AAA;,Gerry Beckley,No Fit,Administrator,2017.02.05 17:21:54,
301200005014,AMA;AMA;AAA;AAA;,Chip Taylor,No Fit too slow,Administrator,2017.02.05 17:59:33,
301200005017,AMA;AMA;AAA;AAA;,Paul Meadow,No Fit,Administrator,2017.02.05 18:06:52,
301200005019,AMA;AMA;AAA;AAA;,Saints Eleven,No Fit,Administrator,2017.02.05 18:08:37,
301200005021,AMA;AMA;AAA;AAA;,Jon Bennett,No Fit,Administrator,2017.02.05 18:19:49,
301200005023,AMA;AMA;AAA;AAA;,Plastic Daggers,No Fit,Administrator,2017.02.05 18:24:08,
301200005025,AMA;AMA;AAA;AAA;,Andy Marino,No Fit,Administrator,2017.02.05 18:36:08,
301200005027,AMA;AMA;AAA;AAA;,Me and Molly,No Fit,Administrator,2017.02.05 18:44:21,
301200005029,AAA;AAA;,Bridgette Karney,No Fit,Administrator,2017.02.05 18:46:25,
301200005031,AMA;AMA;AAA;AAA;,Wild Reeds,NO Fit,Administrator,2017.02.05 18:52:20,
301200005059,AMA;AMA;AAA;AAA;,Scott Biram,No Fit,Administrator,2017.02.12 15:11:47,
301200005061,AMA;AMA;AAA;AAA;,ShinyRibs,No Fit,Administrator,2017.02.12 15:17:01,
301200005063,AMA;AMA;AAA;AAA;,Thievery Corporation,No Fit,Administrator,2017.02.12 15:19:20,
301200005065,AMA;AMA;AAA;AAA;,Izo FitxRoy,No Fit,Administrator,2017.02.12 15:22:29,
301200005067,AMA;AMA;AAA;AAA;,Lawrence Morril Glass,No Fit,Administrator,2017.02.12 15:36:22,
301200005069,AMA;AMA;AAA;AAA;,Bap Kennedy,No Fit,Administrator,2017.02.12 15:38:43,
301200005071,AMA;AMA;AAA;AAA;,Randy Selle,No Fit,Administrator,2017.02.12 15:42:46,
301200005073,AMA;AMA;AAA;AAA;,Deni Bonet,No Fit,Administrator,2017.02.12 15:50:13,
301200005076,AMA;AMA;AAA;AAA;,Beth Bombara,No Fit,Administrator,2017.02.12 15:56:14,
301200005078,AMA;AMA;AAA;AAA;,Phoebe Legere,No Fit,Administrator,2017.02.12 15:59:57,
301200004994,AMA;AMA;AAA;AAA;,Flashpot Moments,No Fit,Administrator,2017.01.22 11:40:55,
301200004996,AMA;AMA;AAA;AAA;,Dale and Ray,No Fit,Administrator,2017.01.22 11:46:00,
301200005005,AMA;AMA;AAA;AAA;,Sandy Rogers,No Fit,Administrator,2017.02.05 17:10:44,
301200005007,AMA;AMA;AAA;AAA;,Charlie Cunningham,No Fit,Administrator,2017.02.05 17:13:18,
301200005009,AMA;AMA;AAA;AAA;,Kate Grom,No Fit,Administrator,2017.02.05 17:15:12,
301200005011,AMA;AMA;AAA;AAA;,Habbah McPhillimy,No Fit,Administrator,2017.02.05 17:18:33,
301200005013,AMA;AMA;AAA;AAA;,Simon Kirke,No Fit,Administrator,2017.02.05 17:22:08,
301200005016,AMA;AMA;AAA;AAA;,Steve Free,No Fit,Administrator,2017.02.05 18:03:48,
301200005018,AMA;AMA;AAA;AAA;,Ron  Sowell,No Fit,Administrator,2017.02.05 18:07:37,
301200005020,AMA;AMA;AAA;AAA;,Scott Nolan,No Fit,Administrator,2017.02.05 18:09:50,
301200005022,AMA;AMA;AAA;AAA;,Stereo Citizen,No Fit,Administrator,2017.02.05 18:22:49,
301200005024,AMA;AMA;AAA;AAA;,Sallie Ford,No Fit,Administrator,2017.02.05 18:28:32,
301200005026,AMA;AMA;AAA;AAA;,YB ROCKS,No Fit,Administrator,2017.02.05 18:43:22,
301200005028,AMA;AMA;AAA;AAA;,Julian Lage,No Fit,Administrator,2017.02.05 18:45:20,
301200005030,AMA;AMA;AAA;AAA;,Chris Murphy,No Fit,Administrator,2017.02.05 18:51:17,
301200005032,AMA;AMA;AAA;AAA;,Caroline Spence,No Fit,Administrator,2017.02.05 18:55:26,
301200005058,AMA;AMA;AAA;AAA;,Kris Kristofferson,No Fit,Administrator,2017.02.12 15:10:06,
301200005060,AMA;AMA;AAA;AAA;,April Martin,No Fit,Administrator,2017.02.12 15:13:03,
301200005062,AMA;AMA;AAA;AAA;,AJ Hobbs,No Fit,Administrator,2017.02.12 15:17:53,
301200005064,AMA;AMA;AAA;AAA;,Normal Living,No Fit,Administrator,2017.02.12 15:21:02,
301200005066,AMA;AMA;AAA;AAA;,Allison Krause,No Fit,Administrator,2017.02.12 15:27:02,
301200005068,AMA;AMA;AAA;AAA;,Bill and Joel Plaskett,No Fit,Administrator,2017.02.12 15:37:29,
301200005070,AMA;AMA;AAA;AAA;,Romantica,No Fit,Administrator,2017.02.12 15:40:09,
301200005072,AMA;AMA;AAA;AAA;,Plexxaglass,NO Fit,Administrator,2017.02.12 15:44:05,
301200005074,AMA;AMA;AAA;AAA;,Vanessa Peters,No Fit,Administrator,2017.02.12 15:54:48,
301200005075,AMA;AMA;AAA;AAA;,Henry Jamison,No Fit,Administrator,2017.02.12 15:55:55,
301200005077,AMA;AMA;AAA;AAA;,Wesley Stace,No Fit,Administrator,2017.02.12 15:59:06,
301200005079,AMA;AMA;AAA;AAA;,Jaime Wyatt,No Fit,Administrator,2017.02.12 16:00:56,
301200005088,AMA;AMA;AAA;AAA;,Noam Pikelny,No Fit,Administrator,2017.02.19 12:14:13,
301200005089,AMA;AMA;AAA;AAA;,Henry Jamison,No Fit,Administrator,2017.02.19 12:40:46,
301200005090,AMA;AMA;AAA;AAA;,Sinners and Saints,No Fit,Administrator,2017.02.19 12:50:45,
301200005091,AMA;AMA;AAA;AAA;,Hiricane Ruth,No Fit,Administrator,2017.02.19 12:51:03,
301200005092,AMA;AMA;AAA;AAA;,Mike Childres,No Fit,Administrator,2017.02.19 13:00:32,
301200005093,AMA;AMA;AAA;AAA;,Ruthie Foster,No Fit,Administrator,2017.02.19 13:15:18,
301200004749,AAA;AAA;,Aaron Lee Tasjan,No Fit,Administrator,2017.02.20 07:21:50,
301200005102,AMA;AMA;AAA;AAA;,Ne8il Nathan,Ni Fit,Administrator,2017.03.05 13:55:17,
